date,open,high,low,close,volume
2025-04-21,101.1,101.22,99.41,100.26,162192.0
2025-04-22,102.19,102.91,101.78,102.84,360791.0
2025-04-23,104.33,105.96,103.84,104.04,237853.0
2025-04-24,104.33,105.78,103.62,105.44,226838.0
