date,open,high,low,close,volume
2025-04-21,8.58,8.65,8.245,8.47,401683.0
2025-04-22,8.64,9.14,8.58,8.94,434804.0
2025-04-23,9.75,9.9499,9.28,9.55,720424.0
2025-04-24,9.55,9.97,9.48,9.96,516830.0
