date,open,high,low,close,volume
2025-04-21,2.04,2.3,2.03,2.24,66178.0
2025-04-22,2.3,2.49,2.1,2.12,145869.0
2025-04-23,2.19,2.32,1.96,2.07,222608.0
2025-04-24,2.09,2.3,1.99,2.27,214288.0
