date,open,high,low,close,volume
2025-04-21,14.86,14.945,14.81,14.93,1869865.0
2025-04-22,15.18,15.335,15.18,15.33,1923867.0
2025-04-23,15.27,15.3,15.17,15.18,1597066.0
