date,open,high,low,close,volume
2025-04-21,491.325,493.5,479.8,484.66,16165982.0
2025-04-22,491.87,506.88,486.36,500.28,17399408.0
2025-04-23,528.525,535.3376,516.52,520.27,18173910.0
