date,open,high,low,close,volume
2025-04-21,16.11,16.11,15.29,15.6,15124.0
2025-04-22,15.5,16.2,15.5,16.16,10425.0
2025-04-23,16.9628,17.74,16.38,16.97,16792.0
2025-04-24,17.11,17.84,16.51,17.84,52068.0
