date,open,high,low,close,volume
2025-04-21,193.265,193.8,189.8112,193.16,46742537.0
2025-04-22,196.12,201.59,195.97,199.74,52976371.0
2025-04-23,206.0,208.0,202.799,204.6,52929165.0
