date,open,high,low,close,volume
2025-04-21,83.381,84.36,80.74,82.39,5595271.0
2025-04-22,82.9,85.39,82.46,84.08,4471564.0
2025-04-23,89.075,91.89,88.59,89.16,8413053.0
2025-04-24,89.88,94.675,89.44,94.4,6367166.0
2025-04-25,94.21,95.45,93.948,94.9,4462424.0
