date,open,high,low,close,volume
2025-04-21,27.16,27.28,26.16,26.33,46225990.0
2025-04-22,26.0,27.36,25.98,26.96,50906760.0
2025-04-23,26.535,27.32,26.12,27.19,43351001.0
2025-04-24,27.17,27.83,27.1402,27.53,42505034.0
