date,open,high,low,close,volume
2025-04-21,160.0,160.0,156.47,159.34,5703810.0
2025-04-22,162.5,163.09,158.5,162.52,9147290.0
2025-04-23,174.0,176.58,169.91,172.37,16264675.0
