date,open,high,low,close,volume
2025-04-21,37.07,37.2798,36.495,36.92,34928346.0
2025-04-22,37.57,38.49,37.4,38.32,42288918.0
2025-04-23,39.405,40.13,38.67,38.75,54428408.0
2025-04-24,38.66,39.7,38.595,39.58,42457109.0
2025-04-25,39.44,39.79,39.315,39.66,32641918.0
