date,open,high,low,close,volume
2025-04-21,230.26,232.21,222.79,227.5,97768007.0
2025-04-22,230.96,242.79,229.8501,237.97,120858452.0
2025-04-23,254.86,259.4499,244.43,250.74,150381903.0
2025-04-24,250.5,259.54,249.2,259.51,94464195.0
2025-04-25,261.69,286.85,259.63,284.95,167560688.0
