date,open,high,low,close,volume
2024-10-09,415.86,420.38,414.3,417.46,14974257.0
2024-10-10,415.225,417.35,413.15,415.84,13848376.0
2024-10-11,416.135,417.13,413.25,416.32,14144944.0
2024-10-14,417.77,424.04,417.52,419.14,16653086.0
2024-10-15,422.18,422.48,415.26,418.74,18900201.0
2024-10-16,415.17,416.36,410.48,416.12,15508932.0
2024-10-17,422.36,422.5,415.59,416.72,14820004.0
2024-10-18,417.14,419.65,416.2601,418.16,17145317.0
2024-10-21,416.12,418.96,413.7501,418.78,14206115.0
2024-10-22,418.49,430.5793,418.04,427.51,25482197.0
2024-10-23,430.855,431.08,422.53,424.6,19654379.0
2024-10-24,425.325,425.9782,422.4,424.73,13581631.0
2024-10-25,426.76,432.52,426.565,428.15,16899064.0
2024-10-28,431.655,431.94,426.3,426.59,14882444.0
2024-10-29,428.0,433.17,425.8001,431.95,17644080.0
2024-10-30,437.435,438.5,432.1,432.53,29749149.0
2024-10-31,415.36,416.16,406.3,406.35,53970981.0
2024-11-01,409.01,415.5,407.5,410.37,24230442.0
2024-11-04,409.8,410.415,405.5713,408.46,19672286.0
2024-11-05,408.37,414.9,408.08,411.46,17626011.0
2024-11-06,412.42,420.45,410.52,420.18,26681842.0
2024-11-07,421.28,426.85,419.88,425.43,19901782.0
2024-11-08,425.32,426.5,421.78,422.54,16891414.0
2024-11-11,422.515,424.81,416.0,418.01,24503321.0
2024-11-12,418.25,424.44,417.2,423.03,19401204.0
2024-11-13,421.64,429.325,418.21,425.2,21502185.0
2024-11-14,425.0,428.17,420.0,426.89,30246881.0
2024-11-15,419.82,422.8,413.64,415.0,28247644.0
2024-11-18,414.87,418.4037,412.1,415.76,24742013.0
2024-11-19,413.11,417.94,411.55,417.79,18133529.0
2024-11-20,416.87,417.29,410.58,415.49,19191655.0
2024-11-21,419.5,419.78,410.2887,412.87,20780162.0
2024-11-22,411.365,417.4,411.06,417.0,24814626.0
2024-11-25,418.38,421.08,414.85,418.79,27691090.0
2024-11-26,419.585,429.0414,418.85,427.99,23458889.0
2024-11-27,425.105,427.2299,422.02,422.99,18332444.0
2024-11-29,420.09,424.88,417.8,423.46,16271921.0
2024-12-02,421.57,433.0,421.31,430.98,20207223.0
2024-12-03,429.84,432.47,427.74,431.2,18301987.0
2024-12-04,433.03,439.67,432.63,437.42,26009429.0
2024-12-05,437.92,444.66,436.171,442.62,21697775.0
2024-12-06,442.3,446.1,441.7703,443.57,18821002.0
2024-12-09,442.6,448.33,440.5,446.02,19144388.0
2024-12-10,444.39,449.62,441.6,443.33,18469459.0
2024-12-11,444.05,450.35,444.05,448.99,19200208.0
2024-12-12,449.11,456.1648,449.11,449.56,20834779.0
2024-12-13,448.435,451.43,445.58,447.27,20177833.0
2024-12-16,447.27,452.18,445.28,451.59,23598834.0
2024-12-17,451.01,455.29,449.57,454.46,22733494.0
2024-12-18,451.32,452.65,437.02,437.39,24444545.0
2024-12-19,441.62,443.1834,436.32,437.03,22963681.0
2024-12-20,433.11,443.74,428.63,436.6,64263694.0
2024-12-23,436.74,437.65,432.83,435.25,19152519.0
2024-12-24,434.65,439.6,434.19,439.33,7164543.0
2024-12-26,439.08,440.94,436.63,438.11,8199927.0
2024-12-27,434.6,435.22,426.35,430.53,18117713.0
2024-12-30,426.06,427.55,421.9,424.83,13158703.0
2024-12-31,426.1,426.73,420.66,421.5,13246509.0
2025-01-02,425.53,426.07,414.85,418.58,16896469.0
2025-01-03,421.08,424.03,419.54,423.35,16662943.0
2025-01-06,428.0,434.32,425.4774,427.85,20573648.0
2025-01-07,429.0,430.65,420.8,422.37,18139065.0
2025-01-08,423.46,426.97,421.54,424.56,15054575.0
2025-01-10,424.63,424.71,415.02,418.95,20201132.0
2025-01-13,415.235,418.5,412.29,417.19,17604780.0
2025-01-14,417.81,419.74,410.72,415.67,16935856.0
2025-01-15,419.13,428.15,418.265,426.31,19637838.0
2025-01-16,428.695,429.49,424.39,424.58,15300023.0
2025-01-17,434.085,434.48,428.17,429.03,26197507.0
2025-01-21,430.2,430.8999,425.595,428.5,26085703.0
2025-01-22,437.56,447.27,436.0,446.2,27803811.0
2025-01-23,442.0,446.75,441.5048,446.71,18389270.0
2025-01-24,445.16,446.65,441.4,444.06,15549453.0
2025-01-27,424.01,435.2,423.5,434.56,35647805.0
2025-01-28,434.6,448.38,431.38,447.2,23491703.0
2025-01-29,446.69,446.88,440.4,442.33,23581370.0
2025-01-30,418.77,422.86,413.16,414.99,54586260.0
2025-01-31,418.98,420.69,414.91,415.06,34223388.0
2025-02-03,411.6,415.41,408.66,410.92,25679149.0
2025-02-04,412.685,413.9199,409.74,412.37,20532096.0
2025-02-05,412.35,413.827,410.4,413.29,16336188.0
2025-02-06,414.0,418.2,414.0,415.82,16309755.0
2025-02-07,416.48,418.65,408.1,409.75,22886844.0
2025-02-10,413.71,415.4624,410.92,412.22,20817919.0
2025-02-11,409.64,412.49,409.3,411.44,18140592.0
2025-02-12,407.21,410.75,404.3673,409.04,19121734.0
2025-02-13,407.0,411.0,406.36,410.54,23891731.0
2025-02-14,407.79,408.91,405.88,408.43,22758464.0
2025-02-18,408.0,410.597,406.5,409.64,21423051.0
2025-02-19,407.88,415.49,407.65,414.77,24114197.0
2025-02-20,415.29,419.31,412.54,416.13,23508728.0
2025-02-21,417.335,418.048,407.89,408.21,27524799.0
2025-02-24,408.51,409.37,399.32,404.0,26443656.0
2025-02-25,401.1,401.915,396.7,397.9,29387402.0
2025-02-26,398.01,403.6,394.245,399.73,19618954.0
2025-02-27,401.265,405.74,392.17,392.53,21127406.0
2025-02-28,392.655,397.63,386.57,396.99,32845658.0
2025-03-03,398.82,398.82,386.155,388.49,23007726.0
2025-03-04,383.4,392.58,381.0,388.61,29342923.0
2025-03-05,389.34,401.67,388.81,401.02,23433132.0
2025-03-06,394.28,402.15,392.6777,396.89,23304625.0
2025-03-07,392.32,394.8,385.54,393.31,22034087.0
2025-03-10,385.84,386.4,377.22,380.16,32569768.0
2025-03-11,379.0,386.0,376.91,380.45,30380177.0
2025-03-12,382.95,385.2165,378.9507,383.27,24253567.0
2025-03-13,383.155,385.32,377.45,378.77,20473017.0
2025-03-14,379.775,390.23,379.51,388.56,19952846.0
2025-03-17,386.7,392.705,385.57,388.7,22474272.0
2025-03-18,387.07,387.37,381.1,383.52,19486850.0
2025-03-19,385.525,389.68,384.0,387.82,19185532.0
2025-03-20,385.735,391.785,383.28,386.84,18470542.0
2025-03-21,383.215,391.74,382.8,391.26,39675928.0
2025-03-24,395.4,395.4,389.81,393.08,21004548.0
2025-03-25,393.915,396.36,392.64,395.16,15774968.0
2025-03-26,395.0,395.31,388.57,389.97,16132906.0
2025-03-27,390.13,392.24,387.395,390.58,13766761.0
2025-03-28,388.08,389.13,376.93,378.8,21632016.0
2025-03-31,372.535,377.07,367.24,375.39,35184676.0
2025-04-01,374.65,382.85,373.23,382.19,19689503.0
2025-04-02,377.965,385.08,376.62,382.14,16092555.0
2025-04-03,374.785,377.48,369.35,373.11,30197997.0
2025-04-04,364.125,374.59,359.48,359.84,49209854.0
2025-04-07,350.88,370.9999,344.79,357.86,50424998.0
2025-04-08,368.255,373.65,350.25,354.56,35868918.0
2025-04-09,353.535,393.225,353.1,390.49,50199696.0
2025-04-10,382.06,383.9,367.8,381.35,38024368.0
2025-04-11,380.635,390.05,378.89,388.45,23839220.0
2025-04-14,393.22,394.65,384.21,387.81,19251172.0
2025-04-15,388.505,391.89,384.1599,385.73,17199890.0
2025-04-16,380.67,381.61,368.0,371.61,21967826.0
2025-04-17,373.745,374.3215,366.89,367.78,21120192.0
2025-04-21,362.815,364.48,355.67,359.12,20807279.0
2025-04-22,363.375,367.77,359.8602,366.82,19484993.0
2025-04-23,376.06,380.39,373.02,374.39,20545526.0
2025-04-24,375.695,388.45,375.19,387.3,22232289.0
2025-04-25,387.0,392.16,384.6,391.85,18973165.0
